code,name,city,prov,nation,lat,lon,risk
3578A,政府服务中心,唐山市,河北省,中国,39.66941,118.24498,0
3579A,永年区实验高中,邯郸市,河北省,中国,36.77178,114.50634,0
3580A,峰峰矿区临水派出所,邯郸市,河北省,中国,36.44293,114.20016,0
3581A,满城区生态环境分局,保定市,河北省,中国,38.95208,115.31981,0
3582A,清苑区第二中学,保定市,河北省,中国,38.76408,115.47694,0
3583A,徐水物探局,保定市,河北省,中国,39.02311,115.62909,0
3584A,容城县环境保护局,保定市,河北省,中国,39.0341,115.8844,0
3585A,河北容城中学,保定市,河北省,中国,39.0645,115.8665,0
3586A,安新县民政局,保定市,河北省,中国,38.9405,115.923,0
3587A,安新县电力局,保定市,河北省,中国,38.9338,115.9324,0
3588A,雄县环境保护局,保定市,河北省,中国,38.9816,116.0901,0
3589A,雄县国土资源局,保定市,河北省,中国,39.0046,116.1105,0
3590A,北区建设指挥部,郑州市,河南省,中国,34.5589,113.8374,0
3591A,上街区政府,郑州市,河南省,中国,34.803229,113.30952,0
3592A,祥符区生态环境局,开封市,河南省,中国,34.7556,114.4644,0
3593A,吉利监测站,洛阳市,河南省,中国,34.8993,112.5736,0
3594A,石龙区,平顶山市,河南省,中国,33.9116,112.8867,0
3596A,南山宾馆,鹤壁市,河南省,中国,35.9603,114.1572,0
3597A,建安区兴业大厦,许昌市,河南省,中国,34.1251,113.8134,0
3598A,富达温泉假日酒店,三门峡市,河南省,中国,34.7167,111.1,0
3599A,书院路,重庆市,重庆市,中国,29.9851,106.2649,0
3600A,虎峰,重庆市,重庆市,中国,29.5559,106.2339,0
3601A,龙门街,重庆市,重庆市,中国,29.8342,106.0499,0
3604A,岚山环保分局,日照市,山东省,中国,35.1044,119.3266,0
3605A,无线电监控中心,西安市,陕西省,中国,34.5236,109.09,0
3606A,北杜,咸阳市,陕西省,中国,34.46,108.7108,0
3607A,同德佳苑,咸阳市,陕西省,中国,34.2956,108.7096,0
3608A,崇文塔,咸阳市,陕西省,中国,34.4978,108.8558,0
3610A,昌元,重庆市,重庆市,中国,29.4105,105.5933,0
3612A,白碱滩区新站,新疆维吾尔自治区,新疆维吾尔自治区,中国,45.6899,85.1045,0
3613A,亚心广场,新疆维吾尔自治区,新疆维吾尔自治区,中国,44.0142,87.3095,0
3616A,市中心医院,巴中市,四川省,中国,31.8344,106.7616,0
3617A,经开区,广元市,四川省,中国,32.4166,105.8047,0
3618A,金胜,太原市,山西省,中国,37.782,112.4701,0
3619A,龙柱,阳泉市,山西省,中国,37.8571,113.617,0
3620A,泽州一中,晋城市,山西省,中国,35.4828,112.8271,0
3621A,聚英学校,乌海市,内蒙古自治区,中国,39.6778,106.8288,0
3622A,碧湖山庄,韶关市,广东省,中国,24.8082,113.5556,0
3623A,西乡,深圳市,广东省,中国,22.5861,113.8953,0
3624A,潮南子站,汕头市,广东省,中国,23.2533,116.4069,0
3625A,容桂街道办,佛山市,广东省,中国,22.7642,113.2544,0
3626A,南城元岭,东莞市,广东省,中国,23.0202,113.7533,0
3627A,东城主山,东莞市,广东省,中国,23.0457,113.7875,0
3628A,文笔,云浮市,广东省,中国,22.9374,112.0336,0
3629A,世纪职校,西宁市,青海省,中国,36.5786,101.8305,0
3630A,师大城西校区,西宁市,青海省,中国,36.6397,101.7413,0
3633A,雨山,马鞍山市,安徽省,中国,31.6809,118.4918,0
3634A,宿州学院,宿州市,安徽省,中国,33.6305,116.9884,0
3635A,河科大西苑校区,洛阳市,河南省,中国,34.662,112.3677,0
3636A,英才小学,洛阳市,河南省,中国,34.6781,112.4388,0
3638A,轻化工大学,自贡市,四川省,中国,29.3338,104.7636,0
3639A,市教育局,德阳市,四川省,中国,31.1244,104.4019,0
3647A,菏泽医专,菏泽市,山东省,中国,35.2706,115.4702,0
3648A,文卫南街,吴忠市,宁夏回族自治区,中国,37.9768,106.2112,0
3650A,沙坡头区政府站,中卫市,宁夏回族自治区,中国,37.5162,105.1698,0
3651A,旺旺集团,铜川市,陕西省,中国,34.8732,108.9543,0
3652A,西北局旧址,延安市,陕西省,中国,36.5786,109.4809,0
3653A,云深路,宜昌市,湖北省,中国,30.7273,111.3119,0
3654A,精准医疗中心,鄂州市,湖北省,中国,30.4089,114.8094,0
3655A,长江产业园,咸宁市,湖北省,中国,29.8683,114.3375,0
3656A,消防大队,杭州市,浙江省,中国,30.2864,120.1556,0
3658A,袍江中学,绍兴市,浙江省,中国,30.0764,120.6153,0
3659A,气象局,金华市,浙江省,中国,29.1131,119.656,0
3661A,坝陵桥,太原市,山西省,中国,37.8875,112.5667,0
3664A,连云街道,连云港市,江苏省,中国,34.7341,119.4172,0
3665A,克州文化中心,新疆维吾尔自治区,新疆维吾尔自治区,中国,39.7157,76.1658,0
3669A,左辅环卫站,安阳市,河南省,中国,36.0637,114.4705,0
3671A,门头沟三家店,北京市,北京市,中国,39.9726,116.088,0
3672A,丰台云岗,北京市,北京市,中国,39.8204,116.1541,0
3673A,通州东关,北京市,北京市,中国,39.9081,116.6804,0
3674A,房山燕山,北京市,北京市,中国,39.7603,115.9577,0
3675A,大兴旧宫,北京市,北京市,中国,39.7733,116.4672,0
3689A,行政服务中心,新乡市,河南省,中国,35.372,113.9003,0
3694A,延庆石河营,北京市,北京市,中国,40.4563,115.986,0
3695A,怀柔新城,北京市,北京市,中国,40.3053,116.6151,0
3696A,丰台小屯,北京市,北京市,中国,39.8768,116.2545,0
3697A,密云镇,北京市,北京市,中国,40.3844,116.84,0
3860A,皇山花园小区,临沂市,山东省,中国,35.03,118.392,0
3861A,寒亭区实验一小,潍坊市,山东省,中国,36.7699,119.2041,0
3866A,三高中,营口市,辽宁省,中国,40.66302,122.2469,0
3867A,平安区公安北苑,海东市,青海省,中国,36.5056,102.0738,0
